,url_torneo,url,torneo,nro_jornada,fecha_,equipo_local,equipo_visitante,resultado,goles_equipo_local,goles_equipo_visitante
282,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-11 00:01:00,Defensa y Justicia,Olimpo,1-1,1,1
283,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Temperley/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-11 02:15:00,Gimnasia La Plata,Temperley,1-1,1,1
284,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-20 00:30:00,Racing Club,Tigre,4-1,4,1
285,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 00:01:00,CA Huracán,Arsenal de Sarandí,1-2,1,2
286,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 02:15:00,Lanús,San Martín San Juan,0-0,0,0
287,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 16:00:00,Newell's Old Boys,Estudiantes La Plata,0-0,0,0
288,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 21:00:00,Belgrano,Talleres Córdoba,1-1,1,1
289,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 23:00:00,Independiente,Atletico Rafaela,1-1,1,1
290,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 00:01:00,Olimpo,Vélez Sarsfield,0-1,0,1
291,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 01:00:00,Sarmiento,Racing Club,1-2,1,2
292,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 21:00:00,Godoy Cruz,Banfield,3-1,3,1
293,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 21:15:00,Atl. Tucumán,San Lorenzo,1-0,1,0
294,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Patronato/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 23:15:00,Boca Juniors,Patronato,1-1,1,1
295,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 23:20:00,Quilmes,Colón,0-1,0,1
296,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-17 01:15:00,Tigre,River Plate,0-2,0,2
297,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-17 01:30:00,Unión Santa Fe,Defensa y Justicia,0-2,0,2
298,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-18 00:01:00,Temperley,Rosario Central,1-2,1,2
299,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-18 02:15:00,Gimnasia La Plata,Aldosivi,1-0,1,0
300,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Temperley/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 02:15:00,San Lorenzo,Temperley,0-1,0,1
301,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 19:00:00,Aldosivi,Newell's Old Boys,0-3,0,3
302,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:00:00,Racing Club,Atl. Tucumán,4-3,4,3
303,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:10:00,Banfield,Quilmes,2-0,2,0
304,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:15:00,Defensa y Justicia,Lanús,1-0,1,0
305,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 23:20:00,Vélez Sarsfield,Unión Santa Fe,2-1,2,1
306,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 01:30:00,Rosario Central,Gimnasia La Plata,2-1,2,1
307,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 20:15:00,Estudiantes La Plata,CA Huracán,1-1,1,1
308,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 21:15:00,Atletico Rafaela,Boca Juniors,0-0,0,0
309,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 22:00:00,San Martín San Juan,Belgrano,2-1,2,1
310,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 23:15:00,River Plate,Sarmiento,1-1,1,1
311,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-24 00:30:00,Talleres Córdoba,Godoy Cruz,1-0,1,0
312,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Independiente/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-24 01:15:00,Arsenal de Sarandí,Independiente,0-2,0,2
313,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-25 00:01:00,Patronato,Olimpo,3-4,3,4
314,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-25 02:15:00,Colón,Tigre,2-1,2,1
315,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 00:01:00,Quilmes,Talleres Córdoba,1-0,1,0
316,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 02:15:00,Independiente,Estudiantes La Plata,2-2,2,2
317,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:00:00,Gimnasia La Plata,San Lorenzo,0-1,0,1
318,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:00:00,CA Huracán,Newell's Old Boys,0-1,0,1
319,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:10:00,Sarmiento,Colón,0-4,0,4
320,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 23:20:00,Tigre,Banfield,0-1,0,1
321,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 01:00:00,Temperley,Racing Club,3-0,3,0
322,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Patronato/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 01:30:00,Unión Santa Fe,Patronato,0-0,0,0
323,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 21:00:00,Godoy Cruz,San Martín San Juan,0-0,0,0
324,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 22:00:00,Rosario Central,Aldosivi,2-0,2,0
325,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-01 00:10:00,Boca Juniors,Arsenal de Sarandí,3-0,3,0
326,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-01 00:30:00,Olimpo,Atletico Rafaela,1-2,1,2
327,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-02 21:30:00,Belgrano,Defensa y Justicia,0-1,0,1
328,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-03 02:00:00,Lanús,Vélez Sarsfield,2-0,2,0
329,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 22,2017-06-01 01:15:00,Atl. Tucumán,River Plate,0-3,0,3
330,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 02:00:00,San Martín San Juan,Quilmes,1-0,1,0
331,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 02:15:00,Talleres Córdoba,Tigre,1-2,1,2
332,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 21:00:00,Patronato,Lanús,0-2,0,2
333,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 22:00:00,Racing Club,Gimnasia La Plata,1-0,1,0
334,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 00:01:00,Atletico Rafaela,Unión Santa Fe,3-0,3,0
335,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 01:15:00,Estudiantes La Plata,Boca Juniors,0-0,0,0
336,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Temperley/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 01:15:00,River Plate,Temperley,4-1,4,1
337,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 20:15:00,Aldosivi,CA Huracán,0-3,0,3
338,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 23:00:00,Defensa y Justicia,Godoy Cruz,0-0,0,0
339,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 23:15:00,San Lorenzo,Rosario Central,2-1,2,1
340,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Independiente/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-08 01:15:00,Newell's Old Boys,Independiente,2-4,2,4
341,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-08 01:15:00,Colón,Atl. Tucumán,2-2,2,2
342,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-09 01:10:00,Banfield,Sarmiento,2-0,2,0
343,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-09 02:15:00,Vélez Sarsfield,Belgrano,1-2,1,2
344,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 23,2017-06-01 20:00:00,Arsenal de Sarandí,Olimpo,1-0,1,0
345,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 02:15:00,San Martín San Juan,Godoy Cruz,1-2,1,2
346,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 19:00:00,Estudiantes La Plata,Gimnasia La Plata,1-0,1,0
347,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 19:00:00,Talleres Córdoba,Belgrano,1-1,1,1
348,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 21:00:00,Banfield,Lanús,1-0,1,0
349,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 22:15:00,Atletico Rafaela,Atl. Tucumán,1-0,1,0
350,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 23:00:00,CA Huracán,San Lorenzo,0-1,0,1
351,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 00:30:00,Olimpo,Aldosivi,2-0,2,0
352,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 19:00:00,Colón,Unión Santa Fe,1-1,1,1
353,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 20:00:00,Newell's Old Boys,Rosario Central,1-3,1,3
354,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 22:00:00,Boca Juniors,River Plate,1-3,1,3
355,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-15 00:01:00,Independiente,Racing Club,2-0,2,0
356,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-15 00:15:00,Patronato,Sarmiento,2-2,2,2
357,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Temperley/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 00:01:00,Arsenal de Sarandí,Temperley,2-0,2,0
358,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 00:01:00,Defensa y Justicia,Quilmes,2-0,2,0
359,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 02:15:00,Vélez Sarsfield,Tigre,2-1,2,1
360,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 02:15:00,Atl. Tucumán,Banfield,3-0,3,0
361,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Patronato/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 19:00:00,Belgrano,Patronato,1-1,1,1
362,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 21:15:00,Lanús,Atletico Rafaela,2-0,2,0
363,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 22:15:00,Sarmiento,Talleres Córdoba,1-4,1,4
364,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 23:00:00,Boca Juniors,Newell's Old Boys,1-0,1,0
365,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 00:30:00,Tigre,San Martín San Juan,1-1,1,1
366,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 01:00:00,Unión Santa Fe,Arsenal de Sarandí,0-1,0,1
367,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 01:15:00,Independiente,CA Huracán,2-1,2,1
368,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 20:00:00,Godoy Cruz,Vélez Sarsfield,3-0,3,0
369,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 21:15:00,San Lorenzo,Aldosivi,0-1,0,1
370,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 22:00:00,Temperley,Colón,3-0,3,0
371,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-22 00:15:00,Quilmes,Defensa y Justicia,0-2,0,2
372,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-22 01:15:00,Rosario Central,Racing Club,4-1,4,1
373,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-23 00:01:00,Olimpo,Estudiantes La Plata,3-1,3,1
374,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-23 02:15:00,Gimnasia La Plata,River Plate,0-3,0,3
375,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Independiente/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 00:01:00,Aldosivi,Independiente,0-0,0,0
376,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 19:00:00,Colón,Gimnasia La Plata,1-2,1,2
377,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Temperley/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 21:15:00,Banfield,Temperley,3-1,3,1
378,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 22:15:00,Newell's Old Boys,Olimpo,3-2,3,2
379,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 00:30:00,CA Huracán,Boca Juniors,1-1,1,1
380,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 00:30:00,San Martín San Juan,Sarmiento,4-2,4,2
381,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 02:15:00,Racing Club,San Lorenzo,2-1,2,1
382,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 19:00:00,Defensa y Justicia,Tigre,1-0,1,0
383,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 21:15:00,Arsenal de Sarandí,Lanús,0-2,0,2
384,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 22:00:00,Talleres Córdoba,Atl. Tucumán,2-1,2,1
