,Unnamed: 0,url_torneo,url,torneo,nro_jornada,fecha_,equipo_local,equipo_visitante,resultado,goles_equipo_local,goles_equipo_visitante,goleadores_local,goleadores_visitante,tarj_amarilla_local,tarj_roja_local,tarj_amarilla_visitante,tarj_roja_visitante
328,328,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-03 02:00:00,Lanús,Vélez Sarsfield,2-0,2,0,"['H. Toledo', 'A. Silva']",[],"['M. Herrera', 'José Gómez', 'D. Braghieri', 'L. Acosta', 'H. Toledo', 'A. Pelletieri']",[],"['S. Cáseres', 'F. Grillo']",[]
329,329,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 22,2017-06-01 01:15:00,Atl. Tucumán,River Plate,0-3,0,3,['R. Aliendro'],"['J. Moreira', 'I. Canuto', 'Pity Martínez', 'Lucas Alario']",['F. Álvarez'],[],[],[]
330,330,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 02:00:00,San Martín San Juan,Quilmes,1-0,1,0,['J. Molina'],[],['J. Mattia'],[],"['H. Da Campo', 'A. Calello']",[]
331,331,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 02:15:00,Talleres Córdoba,Tigre,1-2,1,2,['S. Palacios'],"['A. Cardozo', 'E. Ellacópulos']",['J. Gandolfi'],[],"['D. Morales', 'M. Galmarini', 'Ramón Miérez']",[]
332,332,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 21:00:00,Patronato,Lanús,0-2,0,2,[],"['J. Sand', 'J. Sand']","['A. Gagliardi', 'N. Bertocchi', 'M. Maydana', 'W. Andrade', 'S. Bertoli']",[],['Nico Aguirre'],[]
333,333,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-06 22:00:00,Racing Club,Gimnasia La Plata,1-0,1,0,['Lautaro Martínez'],[],"['Gastón Díaz', 'E. Videla', 'L. Aued', 'M. Barbieri']",[],"['S. Gorga', 'B. Alemán', 'D. Imperiale']",[]
334,334,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 00:01:00,Atletico Rafaela,Unión Santa Fe,3-0,3,0,"['L. Díaz', 'R. Costa', 'G. Gudiño']",[],"['M. Abero', 'K. Itabel', 'D. Montiel']",[],"['D. Godoy', 'S. Magallan', 'R. Erramuspe']",[]
335,335,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 01:15:00,Estudiantes La Plata,Boca Juniors,0-0,0,0,[],[],"['J. Schunke', 'F. Sánchez', 'A. Solari', 'Santiago Ascacíbar', 'E. Umere']",[],"['R. Bentancur', 'P. Pérez', 'G. Peruzzi']",[]
336,336,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Temperley/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 01:15:00,River Plate,Temperley,4-1,4,1,"['Lucas Alario', 'Lucas Alario', 'S. Driussi', 'C. Mayada']",['C. Chimino'],"['Pity Martínez', 'J. Moreira']",[],['A. Zárate'],[]
337,337,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 20:15:00,Aldosivi,CA Huracán,0-3,0,3,[],"['M. González', 'D. Mendoza', 'N. Briasco']",[],[],['C. Araujo'],[]
338,338,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 23:00:00,Defensa y Justicia,Godoy Cruz,0-0,0,0,[],[],[],[],"['Rodrigo Rey', 'M. Benítez', 'J. Garro', 'J. Garro', 'F. Cobos']",['J. Garro']
339,339,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-07 23:15:00,San Lorenzo,Rosario Central,2-1,2,1,"['N. Ortigoza', 'M. Caruzzo']",['T. Gutiérrez'],['M. Caruzzo'],[],"['P. Ferrari', 'J. Leguizamón', 'C. Villagra', 'Damián Musto']",[]
340,340,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Independiente/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-08 01:15:00,Newell's Old Boys,Independiente,2-4,2,4,"['I. Scocco', 'M. Rodriguez']","['F. Bustos', 'E. Rigoni', 'E. Gigliotti', 'E. Gigliotti']","['J. Sills', 'S. Domínguez']",[],"['J. Sánchez Miño', 'W. Erviti', 'E. Gigliotti', 'M. Campaña']",[]
341,341,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-08 01:15:00,Colón,Atl. Tucumán,2-2,2,2,"['I. Blanco', 'I. Torres']","['F. Zampedri', 'D. Barbona']",['C. Bernardi'],[],"['F. Zampedri', 'G. Acosta', 'G. Acosta', 'F. Evangelista']",['G. Acosta']
342,342,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-09 01:10:00,Banfield,Sarmiento,2-0,2,0,"['D. Cvitanich', 'D. Cvitanich']",[],['R. Civelli'],[],"['A. Scifo', 'N. Bianchi Arce', 'J. Chiarini']",[]
343,343,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 23,2017-05-09 02:15:00,Vélez Sarsfield,Belgrano,1-2,1,2,['M. Pavone'],"['C. Lema', 'F. Lértora']",['F. Alvarenga'],[],"['R. Saravia', 'C. Bieler', 'Matías Suárez', 'C. Lema', 'C. Lema', 'E. Espíndola', 'F. Márquez']",['C. Lema']
344,344,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 23,2017-06-01 20:00:00,Arsenal de Sarandí,Olimpo,1-0,1,0,['M. Curado'],[],"['S. Velázquez', 'R. Perez']",[],"['C. Villanueva', 'Y. Cabral']",[]
345,345,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 02:15:00,San Martín San Juan,Godoy Cruz,1-2,1,2,['G. Villarruel'],"['S. Garcia', 'S. Garcia']","['E. Dening', 'G. Villarruel']",[],"['S. Olivarez', 'F. Angileri', 'M. Benítez', 'F. Henríquez']",[]
346,346,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 19:00:00,Estudiantes La Plata,Gimnasia La Plata,1-0,1,0,['I. Damonte'],[],"['L. Viatri', 'I. Damonte', 'R. Braña']",[],"['S. Gorga', 'M. Guanini', 'F. Oreja', 'N. Mazzola', 'A. Martin']",[]
347,347,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 19:00:00,Talleres Córdoba,Belgrano,1-1,1,1,['E. Rescaldani'],['Matías Suárez'],"['J. Komar', 'N. Giménez', 'I. Escobar', 'S. Palacios']",[],"['Matías Suárez', 'F. Lértora', 'L. Acosta', 'Pela', 'R. Saravia']",[]
348,348,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 21:00:00,Banfield,Lanús,1-0,1,0,['N. Bertolo'],[],"['A. Soto', 'R. Civelli', 'E. Cecchini', 'E. Remedi']",['C. Matheu'],"['A. Silva', 'M. Herrera', 'A. Silva', 'I. Marcone']",['A. Silva']
349,349,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 22:15:00,Atletico Rafaela,Atl. Tucumán,1-0,1,0,['M. Abero'],[],['O. Carniello'],[],"['B. Bianchi', 'B. Bianchi', 'I. Canuto']",['B. Bianchi']
350,350,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-13 23:00:00,CA Huracán,San Lorenzo,0-1,0,1,[],['M. Angeleri'],"['M. Fritzler', 'L. Villalba']",[],"['J. Mercier', 'N. Blandi', 'N. Navarro', 'F. Belluschi', 'Paulo Diaz', 'M. Angeleri']",[]
351,351,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 00:30:00,Olimpo,Aldosivi,2-0,2,0,"['F. Coniglio', 'R. Cabalucci']",[],"['N. Pantaleone', 'A. Gabbarini', 'R. Cabalucci']",[],"['I. Quílez', 'R. Brum', 'N. Miracco', 'N. Yeri']",[]
352,352,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 19:00:00,Colón,Unión Santa Fe,1-1,1,1,['D. Vera'],['G. Conti'],"['L. Ceballos', 'A. Bastía']",[],"['S. Magallan', 'N. Zárate', 'N. Acevedo', 'R. Erramuspe', 'N. Fernández']",[]
353,353,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 20:00:00,Newell's Old Boys,Rosario Central,1-3,1,3,['M. Formica'],"['F. Carrizo', 'Marco Ruben', 'G. Herrera']","['I. Scocco', 'M. Rodriguez', 'S. Domínguez', 'N. Moiraghi']",[],"['F. Carrizo', 'G. Herrera']",['J. Leguizamón']
354,354,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-14 22:00:00,Boca Juniors,River Plate,1-3,1,3,['F. Gago'],"['Pity Martínez', 'Lucas Alario', 'S. Driussi']","['J. Insaurralde', 'Frank Fabra', 'S. Vergini', 'D. Benedetto']",[],"['J. Maidana', 'Martínez Quarta', 'Lucas Alario', 'J. Moreira', 'L. Ponzio', 'S. Driussi']",[]
355,355,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-15 00:01:00,Independiente,Racing Club,2-0,2,0,"['E. Rigoni', 'M. Meza']",[],"['N. Domínguez', 'E. Gigliotti', 'J. Sánchez Miño']",[],"['D. González', 'E. Videla', 'Gastón Díaz', 'L. Aued']",[]
356,356,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-15 00:15:00,Patronato,Sarmiento,2-2,2,2,"['I. Furios', 'F. Telechea']","['J. Vivani', 'J. Vivani']",['Matias Quiroga'],[],['L. Pérez Godoy'],[]
357,357,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Temperley/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 00:01:00,Arsenal de Sarandí,Temperley,2-0,2,0,"['F. Milo', 'Juan Brunetta']",[],['Juan Brunetta'],[],"['G. Bojanich', 'S. Peralta', 'L. Vázquez']",['G. Escobar']
358,358,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 00:01:00,Defensa y Justicia,Quilmes,2-0,2,0,"['T. Pochettino', 'T. Pochettino']",[],"['A. Barboza', 'F. Elizari', 'H. Silva']",[],"['G. Ramírez', 'L. Carrizo', 'A. Calello', 'B. Obregón', 'C. Rigamonti', 'R. Contreras']",['F. Ilarregui']
359,359,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 24,2017-05-16 02:15:00,Vélez Sarsfield,Tigre,2-1,2,1,"['M. Pavone', 'M. Pavone']",['A. Castro'],[],[],"['L. Menossi', 'M. Galmarini', 'P. Lima', 'A. Castro', 'M. Echeverría']",[]
360,360,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 02:15:00,Atl. Tucumán,Banfield,3-0,3,0,"['F. Álvarez', 'L. González', 'D. Barbona']",[],['C. Lucchetti'],[],"['E. Remedi', 'Jorge Rodríguez', 'M. Sperduti']",[]
361,361,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Patronato/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 19:00:00,Belgrano,Patronato,1-1,1,1,['M. Barbieri'],['Matias Quiroga'],['F. Lértora'],[],"['A. Masuero', 'W. Andrade', 'A. Gagliardi']",[]
362,362,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 21:15:00,Lanús,Atletico Rafaela,2-0,2,0,"['R. Martínez', 'J. Sand']",[],['Esteban Andrada'],[],"['G. Campi', 'M. Abero']",['K. Itabel']
363,363,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 22:15:00,Sarmiento,Talleres Córdoba,1-4,1,4,['B. Fernández'],"['V. Ramis', 'E. Rescaldani', 'J. Menéndez', 'V. Ramis']","['A. Scifo', 'M. Astina', 'P. Vidal']",[],[],[]
364,364,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-20 23:00:00,Boca Juniors,Newell's Old Boys,1-0,1,0,['D. Benedetto'],[],['P. Pérez'],[],"['J. Sills', 'F. Escobar', 'M. Formica']",['J. Mansilla']
365,365,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 00:30:00,Tigre,San Martín San Juan,1-1,1,1,['L. Menossi'],['E. Godoy'],['A. Cardozo'],[],"['M. Gelabert', 'M. Gelabert', 'E. Dening']",['M. Gelabert']
366,366,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 01:00:00,Unión Santa Fe,Arsenal de Sarandí,0-1,0,1,[],['L. Rolón'],"['S. Magallan', 'N. Acevedo', 'G. Vadalá', 'F. Soldano', 'M. Castro']",[],['C. Corvalán'],[]
367,367,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 01:15:00,Independiente,CA Huracán,2-1,2,1,"['E. Barco', 'W. Erviti']",['E. Gigliotti'],[],[],"['M. Risso', 'M. Díaz']",[]
368,368,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 20:00:00,Godoy Cruz,Vélez Sarsfield,3-0,3,0,"['J. Garro', 'S. Garcia', 'J. Garro']",[],['L. Galeano'],[],"['S. Cáseres', 'F. Cubero']",['F. Grillo']
369,369,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 21:15:00,San Lorenzo,Aldosivi,0-1,0,1,[],['A. Alegre'],"['J. Mercier', 'Cristian Barrios', 'F. Coloccini', 'M. Corujo']",[],"['M. Vega', 'N. Yeri', 'F. Canever', 'R. Arias']",[]
370,370,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-21 22:00:00,Temperley,Colón,3-0,3,0,"['S. Peralta', 'A. Zárate', 'L. Mancinelli']",[],"['M. Sánchez', 'E. Ozuna', 'A. Zárate', 'L. Mancinelli']",[],"['G. Poblete', 'G. Conti', 'I. Torres', 'N. Leguizamón']",[]
371,371,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-22 00:15:00,Quilmes,Defensa y Justicia,0-2,0,2,[],"['J. Rivero', 'A. Rios']","['M. Acuña', 'M. Orihuela', 'S. Escudero', 'M. Escobar', 'E. Acosta']",[],"['A. Barboza', 'G. Castellani', 'H. Silva', 'J. Gutiérrez', 'R. Delgado']",[]
372,372,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-22 01:15:00,Rosario Central,Racing Club,4-1,4,1,"['T. Gutiérrez', 'E. Burgos', 'W. Camacho', 'M. Lovera']",['L. López'],"['H. Menosse', 'E. Burgos', 'P. Ferrari']",[],"['E. Videla', 'D. González']",[]
373,373,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-23 00:01:00,Olimpo,Estudiantes La Plata,3-1,3,1,"['F. Coniglio', 'F. Coniglio', 'F. Pizzini']",['Juan Otero'],"['F. Troyansky', 'N. Pantaleone', 'C. Rodríguez']",[],"['J. Schunke', 'S. Dubarbier', 'J. Toledo', 'J. Schunke']",['J. Schunke']
374,374,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 25,2017-05-23 02:15:00,Gimnasia La Plata,River Plate,0-3,0,3,[],"['S. Driussi', 'Pity Martínez', 'C. Auzqui']","['L. Faravelli', 'E. Bonifacio', 'F. Rinaudo', 'M. Romero', 'B. Alemán']",[],"['Nacho Fernández', 'J. Moreira', 'J. Maidana']",[]
375,375,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Independiente/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 00:01:00,Aldosivi,Independiente,0-0,0,0,[],[],"['N. Yeri', 'A. Medina']",[],['J. Sánchez Miño'],[]
376,376,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 19:00:00,Colón,Gimnasia La Plata,1-2,1,2,['I. Torres'],"['N. Ibáñez', 'N. Ibáñez']","['I. Torres', 'G. Poblete', 'C. Rodriguez', 'L. Ceballos']",[],"['E. Bonifacio', 'M. Guanini', 'M. Coronel']",[]
377,377,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Temperley/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 21:15:00,Banfield,Temperley,3-1,3,1,"['N. Bertolo', 'E. Cecchini', 'C. Villagra']",['M. Guevgeozián'],[],[],"['M. Sánchez', 'A. Zárate', 'M. Figueroa', 'L. Mancinelli', 'J. Fernández']",[]
378,378,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-27 22:15:00,Newell's Old Boys,Olimpo,3-2,3,2,"['H. Fértoli', 'M. Rodriguez', 'H. Fértoli']","['F. Coniglio', 'N. Pantaleone']","['J. Mansilla', 'E. Isnaldo', 'F. Escobar']",[],"['Y. Cabral', 'N. Pantaleone', 'J. Blanco']",[]
379,379,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 00:30:00,CA Huracán,Boca Juniors,1-1,1,1,['Kaku'],['D. Benedetto'],"['M. González', 'N. Briasco', 'N. Romat', 'L. Compagnucci']",[],"['G. Peruzzi', 'D. Benedetto', 'Wílmar Barrios', 'L. Jara', 'A. Rossi']",[]
380,380,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 00:30:00,San Martín San Juan,Sarmiento,4-2,4,2,"['N. Pelaitay', 'G. Villarruel', 'F. Barcelo', 'N. Maná']","['M. Casierra', 'B. Fernández']","['M. Escudero', 'L. Ardente']",[],"['A. Scifo', 'G. Cosaro', 'W. Busse']",[]
381,381,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 02:15:00,Racing Club,San Lorenzo,2-1,2,1,"['S. Rosales', 'Marcos Acuña']",['N. Blandi'],"['S. Vittor', 'Emanuel Insúa', 'I. Pillud', 'L. Grimi', 'M. Torsiglieri']",[],"['E. Cerutti', 'Paulo Diaz']",['G. Rojas']
382,382,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 19:00:00,Defensa y Justicia,Tigre,1-0,1,0,['A. Rios'],[],['H. Silva'],[],['A. Cardozo'],['D. Sosa']
383,383,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 21:15:00,Arsenal de Sarandí,Lanús,0-2,0,2,[],"['G. Denis', 'G. Denis']","['M. Curado', 'S. Velázquez']",[],['J. Sand'],[]
384,384,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 22:00:00,Talleres Córdoba,Atl. Tucumán,2-1,2,1,"['S. Palacios', 'L. Gil']",['C. Menéndez'],['G. Cotugno'],[],['J. Díaz Ayala'],[]
385,385,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 23:15:00,River Plate,Rosario Central,0-0,0,0,[],[],"['L. Ponzio', 'J. Maidana']",[],"['E. Burgos', 'F. Carrizo', 'T. Gutiérrez', 'H. Menosse']",[]
386,386,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-28 23:30:00,Atletico Rafaela,Belgrano,1-2,1,2,['F. Luna'],"['F. Lértora', 'M. Barbieri']","['O. Carniello', 'L. Pittinari']",['R. Costa'],"['Cristian Romero', 'F. Lértora', 'Pela', 'L. Melano']",[]
387,387,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-29 01:45:00,Patronato,Godoy Cruz,0-3,0,3,[],"['J. Garro', 'G. Giménez', 'M. Benítez']","['Matias Quiroga', 'D. Lemos', 'N. Bertocchi', 'L. Geminiani']",[],"['F. Angileri', 'S. Olivarez']",[]
388,388,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-30 00:01:00,Estudiantes La Plata,Unión Santa Fe,2-0,2,0,"['M. Aguirregaray', 'M. Aguirregaray']",[],"['L. Diarte', 'R. Braña']",[],"['M. Pitton', 'M. Rivero']",[]
389,389,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 26,2017-05-30 02:15:00,Vélez Sarsfield,Quilmes,0-0,0,0,[],[],"['Matías Vargas', 'L. Giannetti']",[],"['R. Contreras', 'M. Sarulyte']",[]
