,Unnamed: 0,url_torneo,url,torneo,nro_jornada,fecha_,equipo_local,equipo_visitante,resultado,goles_equipo_local,goles_equipo_visitante,goleadores_local,goleadores_visitante,tarj_amarilla_local,tarj_roja_local,tarj_amarilla_visitante,tarj_roja_visitante
202,202,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-18 21:00:00,Belgrano,Rosario Central,0-2,0,2,[],"['G. Herrera', 'G. Lo Celso']","['C. Pereyra', 'Pela', 'Cristian Romero', 'J. Velázquez', 'M. Óbolo']",[],"['H. Menosse', 'M. Mansilla', 'H. Menosse', 'P. Ferrari', 'M. Lovera']",['H. Menosse']
203,203,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-18 21:00:00,Lanús,San Lorenzo,2-2,2,2,"['M. Velázquez', 'J. Sand']","['M. Cauteruccio', 'M. Cauteruccio']","['F. Barrientos', 'M. Velázquez', 'L. Acosta']",[],"['S. Blanco', 'M. Angeleri', 'N. Ortigoza', 'F. Belluschi', 'Paulo Diaz', 'M. Caruzzo']",[]
204,204,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-18 22:00:00,Arsenal de Sarandí,Vélez Sarsfield,2-1,2,1,"['S. Velázquez', 'L. Marín']",['H. Barcos'],"['M. Curado', 'M. Zaldívar', 'C. Corvalán']",[],"['L. Giannetti', 'L. Giannetti', 'F. Cubero', 'H. Barcos', 'E. Amor']",['L. Giannetti']
205,205,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-18 22:30:00,Boca Juniors,Colón,4-1,4,1,"['R. Centurión', 'C. Tévez', 'R. Centurión', 'C. Pavón']",['N. Leguizamón'],"['S. Vergini', 'C. Pavón']",[],"['E. Olivera', 'L. Ceballos', 'G. Ortíz']",[]
206,206,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-18 23:30:00,Newell's Old Boys,San Martín San Juan,6-1,6,1,"['M. Rodriguez', 'V. Figueroa', 'I. Scocco', 'D. Mateo', 'L. Ardente', 'I. Scocco']",['M. Gelabert'],[],[],"['N. Maná', 'E. Dening']",[]
207,207,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-19 00:01:00,Olimpo,River Plate,1-2,1,2,['R. Cabalucci'],"['Lucas Alario', 'S. Driussi']","['M. Pérez', 'C. Villanueva']",[],"['J. Maidana', 'Martínez Quarta', 'Lucas Alario']",[]
208,208,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Temperley/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-19 23:00:00,Quilmes,Temperley,1-0,1,0,['G. Ramírez'],[],"['M. Escobar', 'I. Benegas', 'N. Benegas', 'D. Colotto', 'G. Ramírez']",[],"['I. Boggino', 'M. Figueroa', 'L. Di Lorenzo', 'G. Bojanich']",[]
209,209,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 14,2016-12-20 01:15:00,Tigre,Atl. Tucumán,0-0,0,0,[],[],[],[],"['I. Canuto', 'J. Mendez']",[]
210,210,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-10 01:00:00,Vélez Sarsfield,Estudiantes La Plata,3-2,3,2,"['M. Pavone', 'D. Zabala', 'M. Pavone']","['A. Solari', 'J. Toledo']","['F. Cubero', 'L. Desábato', 'M. Caire']",[],"['J. Schunke', 'S. Dubarbier', 'Juan Otero']",[]
211,211,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-11 01:00:00,Patronato,Arsenal de Sarandí,4-2,4,2,"['D. Arce', 'Matias Quiroga', 'G. Graciani', 'A. Gagliardi']","['J. Sánchez Sotelo', 'C. Corvalán']","['L. Comas', 'D. Lemos', 'N. Bertocchi']",['F. Telechea'],"['S. Velázquez', 'J. Bottinelli', 'J. Bottinelli']",['J. Bottinelli']
212,212,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-11 21:00:00,Defensa y Justicia,Newell's Old Boys,1-0,1,0,['A. Barboza'],[],"['H. Silva', 'N. Stefanelli', 'J. Gutiérrez']",[],['N. Paz'],[]
213,213,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-11 21:00:00,San Lorenzo,Belgrano,2-1,2,1,"['Paulo Diaz', 'N. Ortigoza']",['C. Lema'],"['Paulo Diaz', 'R. Botta', 'M. Corujo', 'F. Mussis']",[],"['G. Farré', 'E. Espíndola', 'R. Saravia', 'C. Aquino']",[]
214,214,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-11 23:10:00,Banfield,Boca Juniors,0-2,0,2,[],"['D. Benedetto', 'D. Benedetto']",['E. Remedi'],[],"['F. Gago', 'J. Insaurralde']",['S. Pérez']
215,215,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 00:01:00,San Martín San Juan,CA Huracán,0-1,0,1,[],['N. Briasco'],"['M. Gelabert', 'J. Capelli']",[],['F. Mancinelli'],[]
216,216,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 21:00:00,Racing Club,Lanús,3-0,3,0,"['Lautaro Martínez', 'G. Bou', 'Marcos Acuña']",[],"['G. Bou', 'S. Vittor']",[],"['R. Garcia', 'A. Pelletieri', 'Nico Aguirre']",[]
217,217,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 21:00:00,Gimnasia La Plata,Quilmes,3-1,3,1,"['L. Licht', 'F. Rinaudo', 'M. Matos']",['H. Da Campo'],"['R. Carrera', 'F. Rinaudo', 'F. Oreja']",[],"['I. Benegas', 'F. Celeste', 'G. Bottino']",[]
218,218,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 21:00:00,Temperley,Tigre,3-1,3,1,"['L. Vázquez', 'M. Figueroa', 'M. Guevgeozián']",['C. Luna'],['M. Sánchez'],[],"['N. Ibáñez', 'C. Luna', 'M. Galmarini', 'Ramón Miérez']",[]
219,219,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 23:10:00,River Plate,Unión Santa Fe,0-0,0,0,[],[],"['A. Batalla', 'L. Lollo', 'Lucas Alario']",[],['N. Zárate'],[]
220,220,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-12 23:10:00,Rosario Central,Godoy Cruz,0-1,0,1,[],['G. Giménez'],['Damián Musto'],[],"['F. Angileri', 'F. Henríquez', 'J. Correa', 'W. Serrano']",[]
221,221,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-13 01:20:00,Atl. Tucumán,Sarmiento,2-1,2,1,"['J. Mendez', 'F. Álvarez']",['H. Cuevas'],['J. Palomino'],[],"['G. Núñez', 'A. Scifo']",[]
222,222,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-13 23:00:00,Aldosivi,Atletico Rafaela,1-0,1,0,['N. Bandiera'],[],"['G. Díaz', 'I. Quílez', 'N. Castro']",[],['O. Carniello'],[]
223,223,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 15,2017-03-14 01:15:00,Colón,Olimpo,1-1,1,1,['G. Conti'],['E. Tellechea'],"['O. Arroyo', 'C. Bernardi', 'C. Bernardi', 'F. Pereyra']",['C. Bernardi'],"['Y. Cabral', 'L. Villarruel']",[]
224,224,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Independiente/2017,Liga Profesional Argentina 2017,Jornada 15,2017-04-20 02:15:00,Talleres Córdoba,Independiente,0-2,0,2,[],"['S. Palacios', 'E. Gigliotti']",['L. Godoy'],[],"['E. Rigoni', 'Nicolás Figal', 'J. Sánchez Miño']",[]
225,225,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-18 01:00:00,Quilmes,Rosario Central,0-1,0,1,[],['W. Camacho'],"['A. Calello', 'M. Acuña']",[],['J. Pinola'],[]
226,226,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-18 20:00:00,Unión Santa Fe,Colón,0-2,0,2,[],"['G. Ortíz', 'Y. Garnier']","['M. De Iriondo', 'M. De Iriondo', 'E. Brítez', 'A. Sandona']","['M. De Iriondo', 'L. Algozino']",['F. Pereyra'],"['I. Torres', 'N. Silva']"
227,227,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-18 21:00:00,Newell's Old Boys,Vélez Sarsfield,3-0,3,0,"['I. Scocco', 'I. Scocco', 'I. Scocco']",[],"['F. Quignon', 'J. San Román']",[],"['N. Domínguez', 'L. Giannetti']",[]
228,228,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-18 22:15:00,Tigre,Gimnasia La Plata,0-1,0,1,[],['B. Alemán'],"['D. Sosa', 'M. Galmarini']",['E. Godoy'],['L. Faravelli'],[]
229,229,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-18 23:30:00,Independiente,San Martín San Juan,0-0,0,0,[],[],['N. Tagliafico'],[],"['N. Pelaitay', 'P. Matricardi']",[]
230,230,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 00:30:00,CA Huracán,Defensa y Justicia,2-0,2,0,"['N. Romat', 'M. González']",[],['L. Compagnucci'],[],"['M. Bareiro', 'H. Silva', 'A. Bouzat']",[]
231,231,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 19:00:00,Belgrano,Racing Club,2-0,2,0,"['J. Velázquez', 'F. Márquez']",[],"['C. Lema', 'R. Saravia', 'S. Luna']",[],"['Emanuel Insúa', 'S. Vittor', 'M. Torsiglieri']",[]
232,232,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Temperley/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 21:10:00,Sarmiento,Temperley,2-1,2,1,"['G. Núñez', 'G. Bojanich']",['M. Figueroa'],"['W. Busse', 'H. Pereira']",[],"['M. Sánchez', 'M. Figueroa', 'M. Guevgeozián', 'E. Ozuna', 'A. Cólzera']",[]
233,233,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 21:15:00,Godoy Cruz,San Lorenzo,2-0,2,0,"['Pol Fernández', 'Pol Fernández']",[],"['Á. González', 'G. Giménez', 'G. Giménez', 'J. Correa', 'F. Henríquez']",['G. Giménez'],['B. Merlini'],[]
234,234,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Patronato/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 21:15:00,Estudiantes La Plata,Patronato,1-0,1,0,['L. Desábato'],[],"['L. Desábato', 'R. Braña', 'M. Aguirregaray']",[],"['D. Lemos', 'N. Bertocchi', 'E. Guzmán']",[]
235,235,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 23:20:00,Olimpo,Banfield,1-0,1,0,['Y. Cabral'],[],"['E. Tellechea', 'C. Villanueva', 'E. Parnisari']",[],"['E. Remedi', 'E. Cecchini', 'G. Bettini', 'A. Soto', 'B. Sarmiento']",[]
236,236,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-19 23:30:00,Boca Juniors,Talleres Córdoba,1-2,1,2,['O. Benítez'],"['V. Ramis', 'E. Reynoso']",['P. Pérez'],[],"['E. Reynoso', 'S. Palacios']",[]
237,237,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-20 23:00:00,Arsenal de Sarandí,Atletico Rafaela,1-2,1,2,['Juan Brunetta'],"['G. Gudiño', 'L. Díaz']","['R. Perez', 'Franco Bellocq', 'Franco Bellocq']",['Franco Bellocq'],"['G. Campi', 'T. Paredes', 'L. Pittinari']",[]
238,238,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-21 01:15:00,Atl. Tucumán,Aldosivi,0-0,0,0,[],[],"['F. Evangelista', 'B. Bianchi', 'L. González', 'F. Zampedri']",[],"['G. Díaz', 'R. Brum']",[]
239,239,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 16,2017-03-22 01:15:00,Lanús,River Plate,1-3,1,3,['J. Sand'],"['A. Rojas', 'Pity Martínez', 'C. Auzqui', 'A. Rojas']","['M. Velázquez', 'L. Acosta', 'R. Martínez', 'J. Sand', 'M. Moreno']",[],['L. Ponzio'],[]
240,240,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-25 01:00:00,Patronato,Newell's Old Boys,1-1,1,1,['F. Telechea'],['W. Andrade'],"['E. Guzmán', 'W. Andrade', 'F. Telechea']",[],"['J. Mansilla', 'N. Paz']",[]
241,241,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-25 20:00:00,Banfield,Unión Santa Fe,3-1,3,1,"['D. Cvitanich', 'N. Bertolo', 'E. Cecchini']",['L. Gamba'],"['J. Cobo', 'G. Bettini']",['M. Lucero'],['R. Erramuspe'],[]
242,242,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-25 20:00:00,Rosario Central,Tigre,1-0,1,0,['T. Gutiérrez'],[],"['C. Villagra', 'T. Gutiérrez']",[],"['D. Sosa', 'P. Lima']",[]
243,243,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-25 22:00:00,San Lorenzo,Quilmes,3-0,3,0,"['E. Cerutti', 'Chimy Ávila', 'N. Blandi']",[],"['F. Coloccini', 'M. Angeleri', 'Chimy Ávila', 'N. Blandi', 'F. Mussis']",[],"['A. Calello', 'M. Sarulyte', 'M. Orihuela', 'M. Sarulyte']",['M. Sarulyte']
244,244,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-25 22:15:00,Gimnasia La Plata,Sarmiento,1-0,1,0,['N. Mazzola'],[],['R. Carrera'],[],"['G. Núñez', 'N. Bianchi Arce', 'A. Aguirre']",[]
245,245,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 00:01:00,Racing Club,Godoy Cruz,2-1,2,1,"['D. González', 'G. Bou']",['J. Correa'],"['I. Pillud', 'Lautaro Martínez', 'L. Aued', 'G. Bou']",[],"['M. Correa', 'S. Olivarez', 'Facundo Silva']",['F. Henríquez']
246,246,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 00:30:00,Atletico Rafaela,Estudiantes La Plata,2-2,2,2,"['G. Gudiño', 'G. Campi']","['Juan Otero', 'J. Toledo']","['E. Romero', 'L. Díaz', 'M. Abero']",['M. Abero'],"['Santiago Ascacíbar', 'J. Toledo']",[]
247,247,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 21:00:00,Colón,Lanús,1-0,1,0,['F. Pereyra'],[],"['F. Pereyra', 'L. Ceballos', 'G. Ortíz', 'F. Oviedo']",[],['M. Herrera'],[]
248,248,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 21:30:00,San Martín San Juan,Boca Juniors,1-2,1,2,['E. Dening'],"['C. Pavón', 'R. Centurión']","['P. Matricardi', 'E. Dening', 'L. Ardente', 'G. Villarruel', 'M. Casierra']",[],"['R. Bentancur', 'G. Peruzzi']",[]
249,249,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 23:30:00,River Plate,Belgrano,2-1,2,1,"['S. Driussi', 'Pity Martínez']",['C. Lema'],['E. Palacios'],[],"['J. Quiroga', 'F. Lértora', 'Cristian Romero']",[]
250,250,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-26 23:30:00,Temperley,Atl. Tucumán,2-2,2,2,"['C. Chimino', 'M. Figueroa']","['F. Zampedri', 'F. Zampedri']",['M. Sánchez'],[],"['B. Bianchi', 'G. Acosta']",[]
251,251,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-27 01:40:00,Aldosivi,Arsenal de Sarandí,2-1,2,1,"['J. Galván', 'L. Sosa']",['L. Wilchez'],"['J. Galván', 'R. Arias']",[],"['C. Corvalán', 'M. Curado', 'S. Velázquez']",[]
252,252,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-28 00:01:00,Vélez Sarsfield,CA Huracán,1-1,1,1,['D. Zabala'],['M. Bogado'],"['F. Cubero', 'F. Assmann', 'L. Desábato']",[],"['F. Mancinelli', 'M. Bogado']",[]
253,253,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 17,2017-03-28 02:15:00,Talleres Córdoba,Olimpo,1-0,1,0,['J. Menéndez'],[],['V. Ramis'],[],"['J. Fernández', 'C. Villanueva', 'J. Blanco', 'Y. Cabral', 'N. Pantaleone']",['E. Parnisari']
254,254,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Independiente/2017,Liga Profesional Argentina 2017,Jornada 17,2017-06-16 00:45:00,Defensa y Justicia,Independiente,1-2,1,2,['A. Barboza'],"['N. Domínguez', 'J. Sánchez Miño']","['G. Castellani', 'R. Delgado', 'A. Rios']",[],"['D. Rodríguez', 'N. Domínguez']",[]
255,255,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-01 02:00:00,Atl. Tucumán,Gimnasia La Plata,0-1,0,1,[],['N. Mazzola'],[],[],"['F. Rinaudo', 'M. Matos', 'A. Martin']",[]
256,256,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-01 02:15:00,Independiente,Vélez Sarsfield,1-1,1,1,['E. Rigoni'],['J. Martínez'],"['Nicolás Figal', 'N. Domínguez', 'D. Blanco']",[],"['F. Cubero', 'H. Canteros', 'C. Nasuti', 'M. Caire', 'L. Desábato']",[]
257,257,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-01 21:00:00,Newell's Old Boys,Atletico Rafaela,1-0,1,0,['M. Rodriguez'],[],['I. Scocco'],[],"['O. Carniello', 'E. Romero', 'F. Luna']",[]
258,258,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-01 22:00:00,Temperley,Aldosivi,1-0,1,0,['M. Figueroa'],[],"['M. Guevgeozián', 'G. Aguirre']",[],['C. Llama'],[]
259,259,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-01 23:00:00,Quilmes,Racing Club,2-3,2,3,"['F. Andrada', 'F. Andrada']","['G. Bou', 'Lautaro Martínez', 'P. Cuadra']","['D. Colotto', 'C. Rigamonti', 'C. Trombetta', 'F. Andrada', 'F. Ilarregui']",[],"['D. González', 'L. Aued', 'M. Torsiglieri']",['P. Álvarez']
260,260,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 00:15:00,Belgrano,Colón,0-1,0,1,[],['N. Leguizamón'],"['L. Melano', 'C. Lema']",[],['D. Vera'],[]
261,261,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 01:00:00,Boca Juniors,Defensa y Justicia,1-0,1,0,['D. Benedetto'],[],"['S. Pérez', 'G. Peruzzi', 'D. Benedetto']",[],"['H. Silva', 'L. Miranda', 'M. Bareiro']",[]
262,262,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 20:00:00,Estudiantes La Plata,Arsenal de Sarandí,2-0,2,0,"['J. Toledo', 'A. Solari']",[],"['F. Sánchez', 'L. Desábato']",[],"['Juan Brunetta', 'S. Velázquez']",[]
263,263,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 21:15:00,Lanús,Banfield,4-2,4,2,"['J. Sand', 'J. Sand', 'M. Herrera', 'J. Sand']","['G. Bettini', 'B. Sarmiento']","['D. Braghieri', 'N. Pasquini']",[],"['Jorge Rodríguez', 'D. Cvitanich', 'Jorge Rodríguez']",['Jorge Rodríguez']
264,264,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 22:15:00,Sarmiento,Rosario Central,2-2,2,2,"['G. Núñez', 'G. Núñez']","['F. Carrizo', 'F. Bordagaray']","['P. Vidal', 'L. Pérez Godoy']",[],"['C. Villagra', 'W. Camacho', 'J. Leguizamón', 'J. Pinola', 'José Luis Fernández', 'V. Salazar']",[]
